,True Values,Predict Values,Prediction Error,Root Mean Square Error
8342,10.0,9.937964,0.062035560607910156,0.8725482642180047
29916,10.0,9.943989,0.056011199951171875,0.8725482642180047
318,10.0,10.047713,-0.047713279724121094,0.8725482642180047
7139,10.0,10.009155,-0.0091552734375,0.8725482642180047
29019,10.0,10.03085,-0.03085041046142578,0.8725482642180047
30446,10.0,10.026016,-0.0260162353515625,0.8725482642180047
15163,4.0,3.68592,0.31407999992370605,0.8725482642180047
30535,10.0,10.009413,-0.009412765502929688,0.8725482642180047
28492,10.0,10.007584,-0.0075836181640625,0.8725482642180047
14303,10.0,9.962435,0.03756523132324219,0.8725482642180047
31210,10.0,9.999173,0.0008268356323242188,0.8725482642180047
29068,9.0,6.1291747,2.8708252906799316,0.8725482642180047
6792,10.0,10.021433,-0.021432876586914062,0.8725482642180047
2857,10.0,9.9686165,0.031383514404296875,0.8725482642180047
29052,10.0,9.948424,0.051575660705566406,0.8725482642180047
28792,10.0,10.029206,-0.029206275939941406,0.8725482642180047
1785,10.0,10.055209,-0.05520915985107422,0.8725482642180047
15084,5.0,9.519628,-4.519627571105957,0.8725482642180047
15450,8.0,9.269933,-1.269932746887207,0.8725482642180047
2468,10.0,10.019198,-0.01919841766357422,0.8725482642180047
28923,6.0,4.232094,1.7679061889648438,0.8725482642180047
16724,10.0,10.008797,-0.00879669189453125,0.8725482642180047
14005,10.0,9.889435,0.110565185546875,0.8725482642180047
3125,10.0,9.999732,0.00026798248291015625,0.8725482642180047
14572,10.0,9.956929,0.04307079315185547,0.8725482642180047
28161,10.0,10.013933,-0.013933181762695312,0.8725482642180047
27977,10.0,9.997287,0.0027132034301757812,0.8725482642180047
2412,10.0,9.992743,0.0072574615478515625,0.8725482642180047
13836,10.0,9.987586,0.012413978576660156,0.8725482642180047
30445,10.0,9.997603,0.0023965835571289062,0.8725482642180047
14880,10.0,9.896713,0.1032867431640625,0.8725482642180047
13794,10.0,10.000324,-0.000324249267578125,0.8725482642180047
7102,10.0,9.993054,0.006945610046386719,0.8725482642180047
1600,10.0,10.003192,-0.0031919479370117188,0.8725482642180047
28273,2.5,4.8432293,-2.343229293823242,0.8725482642180047
24568,10.0,10.009517,-0.009516716003417969,0.8725482642180047
14548,9.0,9.982726,-0.9827260971069336,0.8725482642180047
6737,6.0,10.142242,-4.142242431640625,0.8725482642180047
673,10.0,9.999559,0.0004405975341796875,0.8725482642180047
14046,4.0,3.754311,0.24568891525268555,0.8725482642180047
28674,10.0,10.026293,-0.026292800903320312,0.8725482642180047
29507,10.0,10.022943,-0.022942543029785156,0.8725482642180047
3080,10.0,9.999785,0.00021457672119140625,0.8725482642180047
7069,10.0,9.982203,0.017797470092773438,0.8725482642180047
28397,10.0,9.912855,0.08714485168457031,0.8725482642180047
14781,3.0,0.94686747,2.0531325340270996,0.8725482642180047
747,10.0,9.997655,0.0023450851440429688,0.8725482642180047
1896,10.0,9.455024,0.5449762344360352,0.8725482642180047
27549,6.0,7.003409,-1.0034089088439941,0.8725482642180047
28844,10.0,8.93317,1.0668296813964844,0.8725482642180047
15139,9.0,9.980066,-0.9800662994384766,0.8725482642180047
1022,10.0,9.991164,0.008835792541503906,0.8725482642180047
28735,10.0,9.999044,0.0009555816650390625,0.8725482642180047
15305,10.0,9.973293,0.026706695556640625,0.8725482642180047
23920,10.0,10.048175,-0.04817485809326172,0.8725482642180047
13800,10.0,10.018647,-0.018647193908691406,0.8725482642180047
29202,10.0,10.01367,-0.013669967651367188,0.8725482642180047
1679,10.0,9.706754,0.2932462692260742,0.8725482642180047
28612,10.0,9.985015,0.014985084533691406,0.8725482642180047
27759,10.0,9.9956,0.0044002532958984375,0.8725482642180047
24600,10.0,9.996809,0.0031909942626953125,0.8725482642180047
7682,10.0,10.135239,-0.1352386474609375,0.8725482642180047
6308,10.0,9.336953,0.6630468368530273,0.8725482642180047
7850,10.0,9.998612,0.0013875961303710938,0.8725482642180047
101,10.0,9.979579,0.02042102813720703,0.8725482642180047
7058,10.0,10.001665,-0.0016651153564453125,0.8725482642180047
592,2.5,3.1850207,-0.6850206851959229,0.8725482642180047
28943,10.0,10.0153265,-0.015326499938964844,0.8725482642180047
1194,10.0,10.00255,-0.0025501251220703125,0.8725482642180047
29655,10.0,9.971612,0.028388023376464844,0.8725482642180047
28345,10.0,10.006237,-0.006237030029296875,0.8725482642180047
7445,10.0,10.004961,-0.0049610137939453125,0.8725482642180047
6438,2.0,4.4001446,-2.400144577026367,0.8725482642180047
29081,2.0,2.0402484,-0.04024839401245117,0.8725482642180047
1507,10.0,10.010428,-0.010428428649902344,0.8725482642180047
1142,10.0,9.924448,0.07555198669433594,0.8725482642180047
15829,10.0,10.009378,-0.009378433227539062,0.8725482642180047
3178,10.0,10.002411,-0.002410888671875,0.8725482642180047
14675,10.0,9.981132,0.018868446350097656,0.8725482642180047
1828,10.0,10.003612,-0.0036115646362304688,0.8725482642180047
15391,10.0,9.843967,0.15603256225585938,0.8725482642180047
15765,10.0,10.015176,-0.015175819396972656,0.8725482642180047
2800,10.0,10.017175,-0.017174720764160156,0.8725482642180047
7615,10.0,10.006309,-0.006308555603027344,0.8725482642180047
27876,10.0,9.776467,0.22353267669677734,0.8725482642180047
28455,10.0,9.980434,0.019565582275390625,0.8725482642180047
13923,10.0,9.874588,0.1254119873046875,0.8725482642180047
3257,10.0,9.937902,0.06209754943847656,0.8725482642180047
107,10.0,10.016731,-0.01673126220703125,0.8725482642180047
14426,10.0,10.011282,-0.011281967163085938,0.8725482642180047
668,10.0,9.998251,0.0017490386962890625,0.8725482642180047
7089,10.0,10.028196,-0.028196334838867188,0.8725482642180047
2807,10.0,9.995475,0.004525184631347656,0.8725482642180047
24394,7.0,3.8170414,3.1829586029052734,0.8725482642180047
7221,10.0,9.998714,0.001285552978515625,0.8725482642180047
14490,0.0,0.37039566,-0.3703956604003906,0.8725482642180047
24181,10.0,10.012151,-0.012150764465332031,0.8725482642180047
1518,6.0,9.087223,-3.0872230529785156,0.8725482642180047
15478,5.0,4.60113,0.39886999130249023,0.8725482642180047
28059,10.0,10.025599,-0.025598526000976562,0.8725482642180047
27915,10.0,9.988495,0.011505126953125,0.8725482642180047
7847,10.0,9.998083,0.0019168853759765625,0.8725482642180047
24984,10.0,9.99041,0.00959014892578125,0.8725482642180047
1497,10.0,10.005314,-0.005313873291015625,0.8725482642180047
28949,10.0,10.005343,-0.005343437194824219,0.8725482642180047
24943,10.0,10.087386,-0.0873861312866211,0.8725482642180047
24187,10.0,9.964382,0.035617828369140625,0.8725482642180047
2454,10.0,10.0298815,-0.02988147735595703,0.8725482642180047
14253,10.0,10.001253,-0.0012531280517578125,0.8725482642180047
30369,10.0,9.973111,0.02688884735107422,0.8725482642180047
24926,10.0,9.979695,0.02030467987060547,0.8725482642180047
30174,10.0,10.009445,-0.0094451904296875,0.8725482642180047
23858,10.0,10.013937,-0.013936996459960938,0.8725482642180047
6483,10.0,10.036561,-0.036561012268066406,0.8725482642180047
16511,10.0,9.911255,0.0887451171875,0.8725482642180047
28752,10.0,9.991726,0.008274078369140625,0.8725482642180047
14344,10.0,10.007228,-0.007227897644042969,0.8725482642180047
16436,10.0,9.983893,0.016106605529785156,0.8725482642180047
7124,10.0,9.990354,0.009646415710449219,0.8725482642180047
6855,10.0,8.0400505,1.9599494934082031,0.8725482642180047
7123,10.0,9.989673,0.010327339172363281,0.8725482642180047
2813,10.0,10.006982,-0.006981849670410156,0.8725482642180047
1353,9.0,5.230053,3.769947052001953,0.8725482642180047
15525,10.0,10.004897,-0.004897117614746094,0.8725482642180047
2444,10.0,10.013727,-0.013727188110351562,0.8725482642180047
15523,10.0,10.003301,-0.0033006668090820312,0.8725482642180047
16276,10.0,9.989379,0.010621070861816406,0.8725482642180047
6455,10.0,8.673087,1.3269128799438477,0.8725482642180047
321,10.0,10.029928,-0.029928207397460938,0.8725482642180047
33,10.0,9.995672,0.0043277740478515625,0.8725482642180047
251,10.0,9.995554,0.0044460296630859375,0.8725482642180047
14824,10.0,9.566184,0.43381595611572266,0.8725482642180047
119,10.0,10.011631,-0.011631011962890625,0.8725482642180047
28516,10.0,9.930145,0.069854736328125,0.8725482642180047
6825,6.0,4.2253227,1.7746772766113281,0.8725482642180047
29417,10.0,10.004335,-0.0043354034423828125,0.8725482642180047
3088,10.0,10.001536,-0.0015363693237304688,0.8725482642180047
28930,5.0,2.5111892,2.4888107776641846,0.8725482642180047
218,10.0,10.006022,-0.006022453308105469,0.8725482642180047
27934,4.0,9.982191,-5.98219108581543,0.8725482642180047
1213,10.0,10.011159,-0.011158943176269531,0.8725482642180047
883,10.0,9.973565,0.026434898376464844,0.8725482642180047
27745,10.0,9.991905,0.00809478759765625,0.8725482642180047
