,True Values,Predict Values,Prediction Errors,"Mean Squared, Error"
27684,4.0,3.439999999999998,0.5600000000000018,2.079484530490086
8412,1.0,2.58,-1.58,2.079484530490086
20757,6.0,5.279999999999999,0.7200000000000006,2.079484530490086
2232,6.0,4.2633333333333345,1.7366666666666655,2.079484530490086
22026,3.0,2.4866666666666672,0.5133333333333328,2.079484530490086
14381,4.0,3.6933333333333316,0.3066666666666684,2.079484530490086
3932,6.0,2.54,3.46,2.079484530490086
1672,3.0,3.3533333333333326,-0.3533333333333326,2.079484530490086
7710,6.0,3.8133333333333335,2.1866666666666665,2.079484530490086
3668,2.0,2.5966666666666667,-0.5966666666666667,2.079484530490086
3958,1.0,2.6599999999999997,-1.6599999999999997,2.079484530490086
15075,5.0,3.0033333333333334,1.9966666666666666,2.079484530490086
1925,0.0,1.3800000000000008,-1.3800000000000008,2.079484530490086
16929,5.0,3.3133333333333326,1.6866666666666674,2.079484530490086
983,2.0,2.0399999999999987,-0.0399999999999987,2.079484530490086
28135,2.0,2.2633333333333336,-0.26333333333333364,2.079484530490086
14715,4.0,3.5666666666666647,0.43333333333333535,2.079484530490086
27793,2.0,2.3466666666666676,-0.34666666666666757,2.079484530490086
19427,6.0,3.413333333333332,2.586666666666668,2.079484530490086
1303,2.0,1.8299999999999983,0.1700000000000017,2.079484530490086
23670,1.0,1.999999999999999,-0.9999999999999989,2.079484530490086
19835,2.0,2.84,-0.8399999999999999,2.079484530490086
17100,6.0,3.876666666666667,2.123333333333333,2.079484530490086
20600,6.0,4.436666666666667,1.5633333333333326,2.079484530490086
31035,4.0,2.9233333333333333,1.0766666666666667,2.079484530490086
13273,0.0,0.7033333333333354,-0.7033333333333354,2.079484530490086
8101,2.0,2.743333333333333,-0.7433333333333332,2.079484530490086
871,5.0,4.253333333333334,0.7466666666666661,2.079484530490086
28114,1.0,2.3233333333333337,-1.3233333333333337,2.079484530490086
8487,4.0,3.2899999999999996,0.7100000000000004,2.079484530490086
15632,0.0,2.423333333333334,-2.423333333333334,2.079484530490086
27409,0.0,0.88666666666667,-0.88666666666667,2.079484530490086
12491,2.0,2.173333333333333,-0.1733333333333329,2.079484530490086
14062,5.0,4.460000000000001,0.5399999999999991,2.079484530490086
24401,4.0,2.8633333333333333,1.1366666666666667,2.079484530490086
2549,5.0,3.0000000000000004,1.9999999999999996,2.079484530490086
14445,0.0,2.273333333333333,-2.273333333333333,2.079484530490086
16378,4.0,3.0900000000000007,0.9099999999999993,2.079484530490086
15160,2.0,2.456666666666667,-0.456666666666667,2.079484530490086
22196,3.0,2.413333333333334,0.586666666666666,2.079484530490086
29081,6.0,3.3199999999999994,2.6800000000000006,2.079484530490086
24400,4.0,2.816666666666667,1.1833333333333331,2.079484530490086
30148,2.0,2.756666666666667,-0.7566666666666668,2.079484530490086
19435,0.0,2.3633333333333337,-2.3633333333333337,2.079484530490086
18132,0.0,0.866666666666668,-0.866666666666668,2.079484530490086
8396,0.0,2.4133333333333344,-2.4133333333333344,2.079484530490086
14080,6.0,4.813333333333336,1.1866666666666639,2.079484530490086
17124,0.0,2.5133333333333336,-2.5133333333333336,2.079484530490086
1941,0.0,1.526666666666667,-1.526666666666667,2.079484530490086
19199,4.0,3.193333333333334,0.8066666666666662,2.079484530490086
16189,3.0,3.023333333333334,-0.023333333333333872,2.079484530490086
8421,1.0,2.7133333333333334,-1.7133333333333334,2.079484530490086
21893,4.0,2.78,1.2200000000000002,2.079484530490086
28309,2.0,2.3433333333333346,-0.3433333333333346,2.079484530490086
27562,6.0,4.24666666666667,1.7533333333333303,2.079484530490086
12483,2.0,2.2300000000000004,-0.23000000000000043,2.079484530490086
593,0.0,1.2933333333333346,-1.2933333333333346,2.079484530490086
15951,0.0,2.2233333333333327,-2.2233333333333327,2.079484530490086
6813,4.0,3.8033333333333337,0.19666666666666632,2.079484530490086
13265,0.0,1.4866666666666672,-1.4866666666666672,2.079484530490086
16928,5.0,3.3266666666666658,1.6733333333333342,2.079484530490086
12035,4.0,2.84,1.1600000000000001,2.079484530490086
586,0.0,1.1333333333333362,-1.1333333333333362,2.079484530490086
7810,3.0,2.8866666666666667,0.11333333333333329,2.079484530490086
1345,4.0,3.289999999999999,0.7100000000000009,2.079484530490086
3672,3.0,2.76,0.2400000000000002,2.079484530490086
19840,3.0,2.94,0.06000000000000005,2.079484530490086
1108,1.0,1.6866666666666656,-0.6866666666666656,2.079484530490086
27057,6.0,4.180000000000004,1.8199999999999958,2.079484530490086
31157,2.0,2.3466666666666676,-0.34666666666666757,2.079484530490086
