,True Values,Predict Values,Prediction Errors,"Mean Squared, Error"
28361,4.0,3.022229628549294,0.9777703714507062,3.533212324815964
24159,1.0,2.653344289122362,-1.6533442891223622,3.533212324815964
29856,4.0,3.2670829025667496,0.7329170974332504,3.533212324815964
27708,5.0,3.717559595102128,1.282440404897872,3.533212324815964
6768,2.0,3.1075718220524555,-1.1075718220524555,3.533212324815964
529,5.0,3.268960870937328,1.731039129062672,3.533212324815964
30020,3.0,3.1035737520300475,-0.10357375203004748,3.533212324815964
2149,2.0,3.2217575358058785,-1.2217575358058785,3.533212324815964
24935,5.0,3.0878542659696344,1.9121457340303656,3.533212324815964
24959,6.0,3.1317803294883593,2.8682196705116407,3.533212324815964
7188,6.0,3.109193534452394,2.890806465547606,3.533212324815964
560,6.0,3.3112735518162033,2.6887264481837967,3.533212324815964
24886,3.0,2.8538454571264067,0.1461545428735933,3.533212324815964
15960,0.0,2.7747782220661183,-2.7747782220661183,3.533212324815964
29376,5.0,3.1191133150381583,1.8808866849618417,3.533212324815964
53,6.0,4.215368069396837,1.7846319306031626,3.533212324815964
9000,4.0,3.463994424542591,0.5360055754574091,3.533212324815964
25004,1.0,2.874418596245935,-1.8744185962459352,3.533212324815964
16052,4.0,3.0284139471089286,0.9715860528910714,3.533212324815964
1830,3.0,3.0793005107347464,-0.07930051073474642,3.533212324815964
29907,6.0,3.198663577619705,2.801336422380295,3.533212324815964
7176,5.0,3.4062711824460603,1.5937288175539397,3.533212324815964
17305,0.0,2.8671405131543657,-2.8671405131543657,3.533212324815964
16368,3.0,3.023803985549177,-0.023803985549176954,3.533212324815964
16770,6.0,3.2156998357057356,2.7843001642942644,3.533212324815964
1243,6.0,3.2263728420239173,2.7736271579760827,3.533212324815964
6920,1.0,2.706464634289987,-1.7064646342899872,3.533212324815964
14295,1.0,3.1400434922866554,-2.1400434922866554,3.533212324815964
1674,3.0,3.1758720434254823,-0.17587204342548235,3.533212324815964
16507,2.0,3.1567393264683417,-1.1567393264683417,3.533212324815964
7773,2.0,3.190563863484713,-1.190563863484713,3.533212324815964
278,1.0,2.9697839891788327,-1.9697839891788327,3.533212324815964
28002,3.0,3.117409930288663,-0.11740993028866287,3.533212324815964
24607,5.0,3.0301874430098055,1.9698125569901945,3.533212324815964
1979,2.0,3.22248385372009,-1.2224838537200902,3.533212324815964
17899,4.0,3.3893272098292653,0.6106727901707347,3.533212324815964
14968,1.0,2.98080786998874,-1.9808078699887401,3.533212324815964
16048,4.0,3.0291519240855247,0.9708480759144753,3.533212324815964
14692,3.0,3.110018029380938,-0.11001802938093785,3.533212324815964
14421,6.0,3.3586057668083553,2.6413942331916447,3.533212324815964
8204,6.0,3.288656837950888,2.711343162049112,3.533212324815964
28238,6.0,3.3015972050047715,2.6984027949952285,3.533212324815964
7819,4.0,3.233867034338515,0.7661329656614848,3.533212324815964
15317,1.0,2.9951334978295687,-1.9951334978295687,3.533212324815964
30188,3.0,3.12932256234521,-0.1293225623452101,3.533212324815964
7856,5.0,3.402077864642543,1.5979221353574569,3.533212324815964
24680,1.0,2.980399494999821,-1.980399494999821,3.533212324815964
28204,5.0,3.3937800030241982,1.6062199969758018,3.533212324815964
28272,1.0,2.4893762621387223,-1.4893762621387223,3.533212324815964
13989,2.0,2.8066191662522737,-0.8066191662522737,3.533212324815964
17493,1.0,2.688295831154482,-1.6882958311544818,3.533212324815964
24191,2.0,3.255973078623589,-1.255973078623589,3.533212324815964
2044,5.0,3.477734843957543,1.5222651560424572,3.533212324815964
15208,4.0,3.1128200187804853,0.8871799812195147,3.533212324815964
492,3.0,3.146345738979386,-0.14634573897938585,3.533212324815964
30407,6.0,3.2739383721991566,2.7260616278008434,3.533212324815964
17278,6.0,3.766435495497669,2.233564504502331,3.533212324815964
24169,1.0,2.94410799694868,-1.9441079969486799,3.533212324815964
525,4.0,3.1979827403461996,0.8020172596538004,3.533212324815964
15843,2.0,3.2429095730110524,-1.2429095730110524,3.533212324815964
29765,0.0,3.067672058487413,-3.067672058487413,3.533212324815964
27671,4.0,3.3247501839550546,0.6752498160449454,3.533212324815964
28290,1.0,2.3717414365505736,-1.3717414365505736,3.533212324815964
29329,3.0,3.1799798445327085,-0.17997984453270854,3.533212324815964
14433,6.0,3.0283604117713634,2.9716395882286366,3.533212324815964
133,2.0,2.90951441533296,-0.9095144153329602,3.533212324815964
31203,4.0,3.1421181331833323,0.8578818668166677,3.533212324815964
15746,5.0,3.2527889416683387,1.7472110583316613,3.533212324815964
31213,4.0,3.1208592247520985,0.8791407752479015,3.533212324815964
28785,1.0,3.19702867761378,-2.19702867761378,3.533212324815964
1634,2.0,2.8640663724070867,-0.8640663724070867,3.533212324815964
552,6.0,3.2476736864207454,2.7523263135792546,3.533212324815964
25008,1.0,2.9938863844083925,-1.9938863844083925,3.533212324815964
14149,2.0,2.5959071858201654,-0.5959071858201654,3.533212324815964
646,2.0,3.2496350312677524,-1.2496350312677524,3.533212324815964
16737,4.0,3.072161017230745,0.9278389827692548,3.533212324815964
1373,5.0,3.4963264842744954,1.5036735157255046,3.533212324815964
574,6.0,3.3299817048119755,2.6700182951880245,3.533212324815964
28971,2.0,2.9234130714777136,-0.9234130714777136,3.533212324815964
365,5.0,3.0559403666670835,1.9440596333329165,3.533212324815964
16407,5.0,3.1285386299529203,1.8714613700470797,3.533212324815964
16702,3.0,3.030331701416236,-0.03033170141623609,3.533212324815964
314,3.0,2.9263524667634093,0.07364753323659068,3.533212324815964
1603,0.0,2.9015686678147117,-2.9015686678147117,3.533212324815964
15532,3.0,3.240012572273404,-0.2400125722734039,3.533212324815964
6785,3.0,3.027258627214873,-0.027258627214873155,3.533212324815964
323,3.0,2.9091427796430516,0.09085722035694843,3.533212324815964
16797,0.0,2.888455996383866,-2.888455996383866,3.533212324815964
24384,3.0,2.9128588271239924,0.08714117287600764,3.533212324815964
30195,4.0,3.130272594348772,0.8697274056512279,3.533212324815964
7502,5.0,3.0799182761432045,1.9200817238567955,3.533212324815964
24426,5.0,3.2499281535176534,1.7500718464823466,3.533212324815964
27650,3.0,2.9628073284723553,0.037192671527644716,3.533212324815964
330,3.0,2.9529462606134262,0.047053739386573756,3.533212324815964
29900,5.0,3.133501914466062,1.8664980855339381,3.533212324815964
27858,4.0,2.9161759786751253,1.0838240213248747,3.533212324815964
24883,3.0,2.8303504575970875,0.16964954240291252,3.533212324815964
15744,5.0,3.289310247272258,1.7106897527277418,3.533212324815964
28407,6.0,2.9770966429183408,3.0229033570816592,3.533212324815964
29572,6.0,3.3479435950333145,2.6520564049666855,3.533212324815964
6611,2.0,3.076525593946938,-1.076525593946938,3.533212324815964
13822,2.0,2.7542018820462575,-0.7542018820462575,3.533212324815964
16613,6.0,3.1459190568755324,2.8540809431244676,3.533212324815964
7117,3.0,2.9134401043055593,0.08655989569444067,3.533212324815964
120,2.0,2.9163772816242783,-0.9163772816242783,3.533212324815964
16365,3.0,3.0471991669354437,-0.04719916693544368,3.533212324815964
27880,5.0,3.075652950490638,1.924347049509362,3.533212324815964
28633,2.0,2.640414338023522,-0.6404143380235219,3.533212324815964
30103,0.0,3.128388453894073,-3.128388453894073,3.533212324815964
17850,2.0,3.0196562483230225,-1.0196562483230225,3.533212324815964
29571,6.0,3.3489936560833753,2.6510063439166247,3.533212324815964
14252,6.0,3.1459307309368674,2.8540692690631326,3.533212324815964
27747,0.0,2.949285479094931,-2.949285479094931,3.533212324815964
27757,0.0,2.966711216372477,-2.966711216372477,3.533212324815964
28574,6.0,3.036994562339573,2.963005437660427,3.533212324815964
14285,0.0,2.9531616928692355,-2.9531616928692355,3.533212324815964
7869,6.0,3.460083629612963,2.539916370387037,3.533212324815964
15844,2.0,3.22950104945606,-1.22950104945606,3.533212324815964
16366,3.0,3.000086720981333,-8.672098133288841e-05,3.533212324815964
29558,5.0,3.413951333502404,1.5860486664975961,3.533212324815964
15257,6.0,3.309966601959929,2.690033398040071,3.533212324815964
1276,1.0,2.8137605321867913,-1.8137605321867913,3.533212324815964
2164,3.0,3.0989198340572583,-0.09891983405725835,3.533212324815964
43,5.0,3.7152577531968194,1.2847422468031806,3.533212324815964
28677,3.0,3.030705953242132,-0.0307059532421321,3.533212324815964
16766,6.0,3.2365325149782924,2.7634674850217076,3.533212324815964
1881,5.0,3.2665953463973487,1.7334046536026513,3.533212324815964
832,3.0,2.9730233424176533,0.026976657582346686,3.533212324815964
30139,1.0,2.9400300842457745,-1.9400300842457745,3.533212324815964
6684,5.0,3.2024721281661637,1.7975278718338363,3.533212324815964
17000,1.0,3.022500333842108,-2.022500333842108,3.533212324815964
7096,2.0,3.2275303741296963,-1.2275303741296963,3.533212324815964
3014,3.0,3.0899089421110855,-0.08990894211108547,3.533212324815964
24507,1.0,2.9916027538991927,-1.9916027538991927,3.533212324815964
29880,5.0,3.153379526636404,1.846620473363596,3.533212324815964
2629,1.0,3.194434999306063,-2.194434999306063,3.533212324815964
30371,4.0,3.2590474518871977,0.7409525481128023,3.533212324815964
24565,3.0,2.945855021696572,0.054144978303428015,3.533212324815964
27908,6.0,3.0035394874703347,2.9964605125296653,3.533212324815964
29338,3.0,3.0894471168320154,-0.08944711683201545,3.533212324815964
2406,6.0,3.134515242041568,2.865484757958432,3.533212324815964
6607,2.0,3.0841995213093547,-1.0841995213093547,3.533212324815964
16578,5.0,3.347371126820133,1.652628873179867,3.533212324815964
15052,4.0,2.9661012437468353,1.0338987562531647,3.533212324815964
14869,4.0,2.9218652863918857,1.0781347136081143,3.533212324815964
7609,2.0,3.1325816070919315,-1.1325816070919315,3.533212324815964
15656,1.0,3.0975516944128056,-2.0975516944128056,3.533212324815964
14300,1.0,3.074085705887648,-2.074085705887648,3.533212324815964
16562,4.0,3.2306135246604204,0.7693864753395796,3.533212324815964
14955,0.0,3.080730664658279,-3.080730664658279,3.533212324815964
7087,1.0,2.8434327321895303,-1.8434327321895303,3.533212324815964
24372,2.0,2.970122719316386,-0.9701227193163859,3.533212324815964
29509,3.0,3.2483544183142357,-0.24835441831423566,3.533212324815964
16475,1.0,3.097789698485405,-2.097789698485405,3.533212324815964
24809,0.0,3.0339412891860333,-3.0339412891860333,3.533212324815964
654,3.0,3.3503761886153103,-0.3503761886153103,3.533212324815964
30659,2.0,3.0751088137459304,-1.0751088137459304,3.533212324815964
24092,5.0,3.106837984359762,1.8931620156402378,3.533212324815964
24824,0.0,3.0516220879814595,-3.0516220879814595,3.533212324815964
2032,4.0,3.422407792183465,0.5775922078165352,3.533212324815964
15108,0.0,3.1342847711409063,-3.1342847711409063,3.533212324815964
13957,1.0,2.7649468251827303,-1.7649468251827303,3.533212324815964
15814,1.0,3.1185490700405363,-2.1185490700405363,3.533212324815964
7896,0.0,3.0534866827392744,-3.0534866827392744,3.533212324815964
312,3.0,2.9576358920753485,0.042364107924651506,3.533212324815964
13850,3.0,2.809445027246236,0.19055497275376387,3.533212324815964
15235,5.0,3.1189217916694796,1.8810782083305204,3.533212324815964
24148,0.0,3.0034651470969,-3.0034651470969,3.533212324815964
30169,3.0,3.1891009255951004,-0.1891009255951004,3.533212324815964
7817,4.0,3.190117607865987,0.8098823921340128,3.533212324815964
16010,2.0,2.8258795920879702,-0.8258795920879702,3.533212324815964
29428,0.0,3.1172931351565065,-3.1172931351565065,3.533212324815964
24783,6.0,3.1501573920453714,2.8498426079546286,3.533212324815964
14945,0.0,3.036834127945116,-3.036834127945116,3.533212324815964
28163,3.0,3.1862744688324565,-0.18627446883245646,3.533212324815964
27718,5.0,3.447814537593203,1.552185462406797,3.533212324815964
29285,1.0,2.794363412209736,-1.7943634122097358,3.533212324815964
27,5.0,3.105638003076564,1.8943619969234362,3.533212324815964
31216,4.0,3.123232975654823,0.8767670243451771,3.533212324815964
15786,0.0,2.883710038291672,-2.883710038291672,3.533212324815964
14329,2.0,2.996806593958352,-0.9968065939583521,3.533212324815964
2800,1.0,2.6512807522731947,-1.6512807522731947,3.533212324815964
7909,1.0,2.90134267162408,-1.90134267162408,3.533212324815964
27765,0.0,2.9447602427107826,-2.9447602427107826,3.533212324815964
28612,1.0,3.3463767146124184,-2.3463767146124184,3.533212324815964
15099,6.0,3.2073035214484507,2.7926964785515493,3.533212324815964
15147,1.0,2.886398687407947,-1.8863986874079468,3.533212324815964
23869,2.0,2.836737955387811,-0.8367379553878109,3.533212324815964
30608,0.0,3.069414663963615,-3.069414663963615,3.533212324815964
28638,2.0,2.8382501073662056,-0.8382501073662056,3.533212324815964
6854,6.0,3.243260607636325,2.756739392363675,3.533212324815964
3017,3.0,3.0476027650490285,-0.047602765049028495,3.533212324815964
17282,6.0,3.786620659263149,2.213379340736851,3.533212324815964
24925,4.0,3.0821597096734394,0.9178402903265606,3.533212324815964
28817,2.0,2.9556911910370034,-0.9556911910370034,3.533212324815964
14111,0.0,2.8202547633694204,-2.8202547633694204,3.533212324815964
24986,0.0,3.106376839794253,-3.106376839794253,3.533212324815964
106,1.0,2.777024204049655,-1.7770242040496549,3.533212324815964
30537,4.0,3.06978171305083,0.9302182869491702,3.533212324815964
7239,1.0,3.084515796416851,-2.084515796416851,3.533212324815964
1838,3.0,3.1250455728507407,-0.1250455728507407,3.533212324815964
29136,2.0,2.7673960263933948,-0.7673960263933948,3.533212324815964
6580,1.0,2.8844625220738074,-1.8844625220738074,3.533212324815964
29300,1.0,2.9230622395037047,-1.9230622395037047,3.533212324815964
15103,6.0,3.197442349839871,2.802557650160129,3.533212324815964
24196,2.0,3.1652790824728756,-1.1652790824728756,3.533212324815964
29061,5.0,3.2792651101577146,1.7207348898422854,3.533212324815964
28044,5.0,3.290285654419822,1.7097143455801782,3.533212324815964
7490,4.0,3.1238577908684824,0.8761422091315176,3.533212324815964
7612,2.0,3.112045628757846,-1.112045628757846,3.533212324815964
28833,3.0,3.083458881019345,-0.08345888101934484,3.533212324815964
28680,4.0,3.096854536790825,0.9031454632091749,3.533212324815964
7777,2.0,3.156995794082378,-1.1569957940823778,3.533212324815964
14414,6.0,3.192344095428698,2.807655904571302,3.533212324815964
28318,2.0,2.9361479343235843,-0.9361479343235843,3.533212324815964
691,4.0,3.6786387376958896,0.32136126230411044,3.533212324815964
29245,6.0,3.0969310359075797,2.9030689640924203,3.533212324815964
24476,0.0,3.119650005152047,-3.119650005152047,3.533212324815964
24004,1.0,2.932169234433017,-1.932169234433017,3.533212324815964
28625,1.0,2.7406974501182724,-1.7406974501182724,3.533212324815964
16672,2.0,3.015921975541199,-1.015921975541199,3.533212324815964
3061,5.0,3.6285453921911115,1.3714546078088885,3.533212324815964
1611,1.0,2.9271488703351713,-1.9271488703351713,3.533212324815964
1410,6.0,3.4432940060439714,2.5567059939560286,3.533212324815964
2052,5.0,3.5540102180875373,1.4459897819124627,3.533212324815964
29172,3.0,3.204335123088031,-0.2043351230880308,3.533212324815964
14348,3.0,3.129528950140773,-0.12952895014077281,3.533212324815964
29000,3.0,2.9301817462601614,0.06981825373983863,3.533212324815964
7065,0.0,3.1015229146356615,-3.1015229146356615,3.533212324815964
16662,1.0,2.9856936167882133,-1.9856936167882133,3.533212324815964
15315,1.0,2.978867423277861,-1.978867423277861,3.533212324815964
16436,6.0,3.5551494469950384,2.4448505530049616,3.533212324815964
29352,4.0,3.117369476122636,0.882630523877364,3.533212324815964
1067,6.0,3.136167397269592,2.863832602730408,3.533212324815964
1624,1.0,2.9128409835407143,-1.9128409835407143,3.533212324815964
27816,3.0,3.0468361724655684,-0.04683617246556837,3.533212324815964
24373,2.0,2.9713622803511246,-0.9713622803511246,3.533212324815964
102,1.0,2.766857416648889,-1.766857416648889,3.533212324815964
15098,6.0,3.1799690136071135,2.8200309863928865,3.533212324815964
740,6.0,3.8562688929835867,2.1437311070164133,3.533212324815964
7028,6.0,3.2290191546214375,2.7709808453785625,3.533212324815964
722,6.0,3.9158667398113836,2.0841332601886164,3.533212324815964
29400,6.0,3.331447437770993,2.668552562229007,3.533212324815964
27601,1.0,2.9044644311374737,-1.9044644311374737,3.533212324815964
6373,6.0,2.9068367065129053,3.0931632934870947,3.533212324815964
1968,2.0,2.953176482527559,-0.9531764825275588,3.533212324815964
28682,4.0,3.118715338666341,0.8812846613336589,3.533212324815964
6934,2.0,2.7472501315449636,-0.7472501315449636,3.533212324815964
2271,0.0,2.9901496283368116,-2.9901496283368116,3.533212324815964
15321,1.0,3.001729644681158,-2.001729644681158,3.533212324815964
29743,6.0,3.035737173703106,2.964262826296894,3.533212324815964
3141,1.0,2.7900739023592966,-1.7900739023592966,3.533212324815964
7902,0.0,3.0070863650437567,-3.0070863650437567,3.533212324815964
7365,6.0,3.0795319276380075,2.9204680723619925,3.533212324815964
15106,6.0,3.1443907404201026,2.8556092595798974,3.533212324815964
1791,1.0,3.0098870518692635,-2.0098870518692635,3.533212324815964
1480,2.0,2.8530650645962266,-0.8530650645962266,3.533212324815964
15724,4.0,3.2552717182971826,0.7447282817028174,3.533212324815964
1517,4.0,2.9218223440400792,1.0781776559599208,3.533212324815964
24016,2.0,2.883119879718864,-0.8831198797188642,3.533212324815964
15313,1.0,2.97928991065568,-1.9792899106556798,3.533212324815964
28535,5.0,2.9976719122786846,2.0023280877213154,3.533212324815964
28613,1.0,3.228360088999719,-2.228360088999719,3.533212324815964
29250,6.0,3.0339030655235812,2.9660969344764188,3.533212324815964
29766,0.0,3.0878004700953565,-3.0878004700953565,3.533212324815964
29045,5.0,3.1412287922833606,1.8587712077166394,3.533212324815964
122,2.0,2.9432217854437224,-0.9432217854437224,3.533212324815964
7164,5.0,3.308201501662164,1.6917984983378358,3.533212324815964
29366,4.0,3.1986559847945046,0.8013440152054954,3.533212324815964
28454,1.0,3.184616083538033,-2.184616083538033,3.533212324815964
1684,4.0,3.0797435522727,0.9202564477272999,3.533212324815964
27533,5.0,3.584150574379775,1.415849425620225,3.533212324815964
16344,2.0,3.1104455397550383,-1.1104455397550383,3.533212324815964
15151,1.0,2.9749430825295438,-1.9749430825295438,3.533212324815964
16313,1.0,2.897113839447125,-1.8971138394471252,3.533212324815964
28959,1.0,2.4792768526155786,-1.4792768526155786,3.533212324815964
6729,0.0,3.0111382532375415,-3.0111382532375415,3.533212324815964
6680,5.0,3.084872909451162,1.9151270905488378,3.533212324815964
